"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","EXCH","TOT","NATUSD","A","2012",125.082787,
"ISL","EXCH","TOT","NATUSD","A","2013",122.179121,
"ISL","EXCH","TOT","NATUSD","A","2014",116.767353,
"ISL","EXCH","TOT","NATUSD","A","2015",131.918708,
"ISL","EXCH","TOT","NATUSD","A","2016",120.811548,
"ISL","EXCH","TOT","NATUSD","A","2017",106.839572,
"ISL","EXCH","TOT","NATUSD","A","2018",108.300176,
"ISL","EXCH","TOT","NATUSD","A","2019",122.606774,
"ISL","EXCH","TOT","NATUSD","A","2020",135.421712,
"IRL","EXCH","TOT","NATUSD","A","1990",0.767669,
"IRL","EXCH","TOT","NATUSD","A","1991",0.788885,
"IRL","EXCH","TOT","NATUSD","A","1992",0.746252,
"IRL","EXCH","TOT","NATUSD","A","1993",0.859929,
"IRL","EXCH","TOT","NATUSD","A","1994",0.848983,
"IRL","EXCH","TOT","NATUSD","A","1995",0.791978,
"IRL","EXCH","TOT","NATUSD","A","1996",0.793622,
"IRL","EXCH","TOT","NATUSD","A","1997",0.837574,
"IRL","EXCH","TOT","NATUSD","A","1998",0.8917,
"IRL","EXCH","TOT","NATUSD","A","1999",0.938283,
"IRL","EXCH","TOT","NATUSD","A","2000",1.082705,
"IRL","EXCH","TOT","NATUSD","A","2001",1.116533,
"IRL","EXCH","TOT","NATUSD","A","2002",1.057559,
"IRL","EXCH","TOT","NATUSD","A","2003",0.884048,
"IRL","EXCH","TOT","NATUSD","A","2004",0.803922,
"IRL","EXCH","TOT","NATUSD","A","2005",0.8038,
"IRL","EXCH","TOT","NATUSD","A","2006",0.796433,
"IRL","EXCH","TOT","NATUSD","A","2007",0.729672,
"IRL","EXCH","TOT","NATUSD","A","2008",0.679923,
"IRL","EXCH","TOT","NATUSD","A","2009",0.716958,
"IRL","EXCH","TOT","NATUSD","A","2010",0.754309,
"IRL","EXCH","TOT","NATUSD","A","2011",0.718414,
"IRL","EXCH","TOT","NATUSD","A","2012",0.778338,
"IRL","EXCH","TOT","NATUSD","A","2013",0.752945,
"IRL","EXCH","TOT","NATUSD","A","2014",0.752728,
"IRL","EXCH","TOT","NATUSD","A","2015",0.901296,
"IRL","EXCH","TOT","NATUSD","A","2016",0.903421,
"IRL","EXCH","TOT","NATUSD","A","2017",0.885206,
"IRL","EXCH","TOT","NATUSD","A","2018",0.846773,
"IRL","EXCH","TOT","NATUSD","A","2019",0.893276,
"IRL","EXCH","TOT","NATUSD","A","2020",0.875506,
"ITA","EXCH","TOT","NATUSD","A","1990",0.618768,
"ITA","EXCH","TOT","NATUSD","A","1991",0.640723,
"ITA","EXCH","TOT","NATUSD","A","1992",0.636484,
"ITA","EXCH","TOT","NATUSD","A","1993",0.812731,
"ITA","EXCH","TOT","NATUSD","A","1994",0.832758,
"ITA","EXCH","TOT","NATUSD","A","1995",0.841274,
"ITA","EXCH","TOT","NATUSD","A","1996",0.796866,
"ITA","EXCH","TOT","NATUSD","A","1997",0.879576,
"ITA","EXCH","TOT","NATUSD","A","1998",0.896676,
"ITA","EXCH","TOT","NATUSD","A","1999",0.938283,
"ITA","EXCH","TOT","NATUSD","A","2000",1.082705,
"ITA","EXCH","TOT","NATUSD","A","2001",1.116533,
"ITA","EXCH","TOT","NATUSD","A","2002",1.057559,
"ITA","EXCH","TOT","NATUSD","A","2003",0.884048,
"ITA","EXCH","TOT","NATUSD","A","2004",0.803922,
"ITA","EXCH","TOT","NATUSD","A","2005",0.8038,
"ITA","EXCH","TOT","NATUSD","A","2006",0.796433,
"ITA","EXCH","TOT","NATUSD","A","2007",0.729672,
"ITA","EXCH","TOT","NATUSD","A","2008",0.679923,
"ITA","EXCH","TOT","NATUSD","A","2009",0.716958,
"ITA","EXCH","TOT","NATUSD","A","2010",0.754309,
"ITA","EXCH","TOT","NATUSD","A","2011",0.718414,
"ITA","EXCH","TOT","NATUSD","A","2012",0.778338,
"ITA","EXCH","TOT","NATUSD","A","2013",0.752945,
"ITA","EXCH","TOT","NATUSD","A","2014",0.752728,
"ITA","EXCH","TOT","NATUSD","A","2015",0.901296,
"ITA","EXCH","TOT","NATUSD","A","2016",0.903421,
"ITA","EXCH","TOT","NATUSD","A","2017",0.885206,
"ITA","EXCH","TOT","NATUSD","A","2018",0.846773,
"ITA","EXCH","TOT","NATUSD","A","2019",0.893276,
"ITA","EXCH","TOT","NATUSD","A","2020",0.875506,
"JPN","EXCH","TOT","NATUSD","A","1990",144.7925,
"JPN","EXCH","TOT","NATUSD","A","1991",134.706667,
"JPN","EXCH","TOT","NATUSD","A","1992",126.651333,
"JPN","EXCH","TOT","NATUSD","A","1993",111.197786,
"JPN","EXCH","TOT","NATUSD","A","1994",102.207806,
"JPN","EXCH","TOT","NATUSD","A","1995",94.059579,
"JPN","EXCH","TOT","NATUSD","A","1996",108.779057,
"JPN","EXCH","TOT","NATUSD","A","1997",120.990863,
"JPN","EXCH","TOT","NATUSD","A","1998",130.905301,
"JPN","EXCH","TOT","NATUSD","A","1999",113.906805,
"JPN","EXCH","TOT","NATUSD","A","2000",107.765498,
"JPN","EXCH","TOT","NATUSD","A","2001",121.528948,
"JPN","EXCH","TOT","NATUSD","A","2002",125.388019,
"JPN","EXCH","TOT","NATUSD","A","2003",115.933464,
"JPN","EXCH","TOT","NATUSD","A","2004",108.192569,
"JPN","EXCH","TOT","NATUSD","A","2005",110.218212,
"JPN","EXCH","TOT","NATUSD","A","2006",116.299312,
"JPN","EXCH","TOT","NATUSD","A","2007",117.753529,
"JPN","EXCH","TOT","NATUSD","A","2008",103.359494,
"JPN","EXCH","TOT","NATUSD","A","2009",93.570089,
"JPN","EXCH","TOT","NATUSD","A","2010",87.779875,
"JPN","EXCH","TOT","NATUSD","A","2011",79.80702,
"JPN","EXCH","TOT","NATUSD","A","2012",79.790455,
"JPN","EXCH","TOT","NATUSD","A","2013",97.595658,
"JPN","EXCH","TOT","NATUSD","A","2014",105.944781,
"JPN","EXCH","TOT","NATUSD","A","2015",121.044026,
"JPN","EXCH","TOT","NATUSD","A","2016",108.7929,
"JPN","EXCH","TOT","NATUSD","A","2017",112.166141,
"JPN","EXCH","TOT","NATUSD","A","2018",110.423179,
"JPN","EXCH","TOT","NATUSD","A","2019",109.009666,
"JPN","EXCH","TOT","NATUSD","A","2020",106.774582,
"KOR","EXCH","TOT","NATUSD","A","1990",707.765833,
"KOR","EXCH","TOT","NATUSD","A","1991",733.329167,
"KOR","EXCH","TOT","NATUSD","A","1992",780.670833,
"KOR","EXCH","TOT","NATUSD","A","1993",802.538333,
"KOR","EXCH","TOT","NATUSD","A","1994",803.771667,
"KOR","EXCH","TOT","NATUSD","A","1995",771.254167,
"KOR","EXCH","TOT","NATUSD","A","1996",804.4575,
"KOR","EXCH","TOT","NATUSD","A","1997",949.89,
"KOR","EXCH","TOT","NATUSD","A","1998",1403.183333,
"KOR","EXCH","TOT","NATUSD","A","1999",1189.439167,
"KOR","EXCH","TOT","NATUSD","A","2000",1130.3625,
"KOR","EXCH","TOT","NATUSD","A","2001",1290.79,
"KOR","EXCH","TOT","NATUSD","A","2002",1251.6025,
"KOR","EXCH","TOT","NATUSD","A","2003",1191.645833,
"KOR","EXCH","TOT","NATUSD","A","2004",1146.249167,
"KOR","EXCH","TOT","NATUSD","A","2005",1024.328333,
"KOR","EXCH","TOT","NATUSD","A","2006",955.340833,
"KOR","EXCH","TOT","NATUSD","A","2007",929.375833,
"KOR","EXCH","TOT","NATUSD","A","2008",1100.125833,
"KOR","EXCH","TOT","NATUSD","A","2009",1277.245833,
"KOR","EXCH","TOT","NATUSD","A","2010",1156.46,
"KOR","EXCH","TOT","NATUSD","A","2011",1108.233333,
"KOR","EXCH","TOT","NATUSD","A","2012",1126.806667,
"KOR","EXCH","TOT","NATUSD","A","2013",1094.9825,
"KOR","EXCH","TOT","NATUSD","A","2014",1052.84,
"KOR","EXCH","TOT","NATUSD","A","2015",1130.9525,
"KOR","EXCH","TOT","NATUSD","A","2016",1160.7675,
"KOR","EXCH","TOT","NATUSD","A","2017",1131.000833,
"KOR","EXCH","TOT","NATUSD","A","2018",1100.163333,
"KOR","EXCH","TOT","NATUSD","A","2019",1165.3575,
"KOR","EXCH","TOT","NATUSD","A","2020",1180.276058,
"LUX","EXCH","TOT","NATUSD","A","1990",0.828409,
"LUX","EXCH","TOT","NATUSD","A","1991",0.846513,
"LUX","EXCH","TOT","NATUSD","A","1992",0.796965,
"LUX","EXCH","TOT","NATUSD","A","1993",0.857625,
"LUX","EXCH","TOT","NATUSD","A","1994",0.829365,
"LUX","EXCH","TOT","NATUSD","A","1995",0.730791,
"LUX","EXCH","TOT","NATUSD","A","1996",0.767516,
"LUX","EXCH","TOT","NATUSD","A","1997",0.886812,
"LUX","EXCH","TOT","NATUSD","A","1998",0.89982,
"LUX","EXCH","TOT","NATUSD","A","1999",0.938283,
"LUX","EXCH","TOT","NATUSD","A","2000",1.082705,
"LUX","EXCH","TOT","NATUSD","A","2001",1.116533,
"LUX","EXCH","TOT","NATUSD","A","2002",1.057559,
"LUX","EXCH","TOT","NATUSD","A","2003",0.884048,
"LUX","EXCH","TOT","NATUSD","A","2004",0.803922,
"LUX","EXCH","TOT","NATUSD","A","2005",0.8038,
"LUX","EXCH","TOT","NATUSD","A","2006",0.796433,
"LUX","EXCH","TOT","NATUSD","A","2007",0.729672,
"LUX","EXCH","TOT","NATUSD","A","2008",0.679923,
"LUX","EXCH","TOT","NATUSD","A","2009",0.716958,
"LUX","EXCH","TOT","NATUSD","A","2010",0.754309,
"LUX","EXCH","TOT","NATUSD","A","2011",0.718414,
"LUX","EXCH","TOT","NATUSD","A","2012",0.778338,
"LUX","EXCH","TOT","NATUSD","A","2013",0.752945,
"LUX","EXCH","TOT","NATUSD","A","2014",0.752728,
"LUX","EXCH","TOT","NATUSD","A","2015",0.901296,
"LUX","EXCH","TOT","NATUSD","A","2016",0.903421,
"LUX","EXCH","TOT","NATUSD","A","2017",0.885206,
"LUX","EXCH","TOT","NATUSD","A","2018",0.846773,
"LUX","EXCH","TOT","NATUSD","A","2019",0.893276,
"LUX","EXCH","TOT","NATUSD","A","2020",0.875506,
"MEX","EXCH","TOT","NATUSD","A","1990",2.812599,
"MEX","EXCH","TOT","NATUSD","A","1991",3.01843,
"MEX","EXCH","TOT","NATUSD","A","1992",3.094898,
"MEX","EXCH","TOT","NATUSD","A","1993",3.115617,
"MEX","EXCH","TOT","NATUSD","A","1994",3.375117,
"MEX","EXCH","TOT","NATUSD","A","1995",6.419425,
"MEX","EXCH","TOT","NATUSD","A","1996",7.599448,
"MEX","EXCH","TOT","NATUSD","A","1997",7.91846,
"MEX","EXCH","TOT","NATUSD","A","1998",9.136042,
"MEX","EXCH","TOT","NATUSD","A","1999",9.560398,
"MEX","EXCH","TOT","NATUSD","A","2000",9.455558,
"MEX","EXCH","TOT","NATUSD","A","2001",9.342342,
"MEX","EXCH","TOT","NATUSD","A","2002",9.655958,
"MEX","EXCH","TOT","NATUSD","A","2003",10.789019,
"MEX","EXCH","TOT","NATUSD","A","2004",11.285967,
"MEX","EXCH","TOT","NATUSD","A","2005",10.897892,
"MEX","EXCH","TOT","NATUSD","A","2006",10.899242,
"MEX","EXCH","TOT","NATUSD","A","2007",10.928192,
"MEX","EXCH","TOT","NATUSD","A","2008",11.129717,
"MEX","EXCH","TOT","NATUSD","A","2009",13.513475,
"MEX","EXCH","TOT","NATUSD","A","2010",12.636008,
"MEX","EXCH","TOT","NATUSD","A","2011",12.423325,
"MEX","EXCH","TOT","NATUSD","A","2012",13.169458,
"MEX","EXCH","TOT","NATUSD","A","2013",12.771992,
"MEX","EXCH","TOT","NATUSD","A","2014",13.29245,
"MEX","EXCH","TOT","NATUSD","A","2015",15.848267,
"MEX","EXCH","TOT","NATUSD","A","2016",18.664058,
"MEX","EXCH","TOT","NATUSD","A","2017",18.926517,
"MEX","EXCH","TOT","NATUSD","A","2018",19.244342,
"MEX","EXCH","TOT","NATUSD","A","2019",19.263633,
"MEX","EXCH","TOT","NATUSD","A","2020",21.485608,
"NLD","EXCH","TOT","NATUSD","A","1990",0.826307,
"NLD","EXCH","TOT","NATUSD","A","1991",0.848418,
"NLD","EXCH","TOT","NATUSD","A","1992",0.797957,
"NLD","EXCH","TOT","NATUSD","A","1993",0.842808,
"NLD","EXCH","TOT","NATUSD","A","1994",0.825878,
"NLD","EXCH","TOT","NATUSD","A","1995",0.728624,
"NLD","EXCH","TOT","NATUSD","A","1996",0.765027,
"NLD","EXCH","TOT","NATUSD","A","1997",0.885448,
"NLD","EXCH","TOT","NATUSD","A","1998",0.900179,
"NLD","EXCH","TOT","NATUSD","A","1999",0.938283,
"NLD","EXCH","TOT","NATUSD","A","2000",1.082705,
"NLD","EXCH","TOT","NATUSD","A","2001",1.116533,
"NLD","EXCH","TOT","NATUSD","A","2002",1.057559,
"NLD","EXCH","TOT","NATUSD","A","2003",0.884048,
"NLD","EXCH","TOT","NATUSD","A","2004",0.803922,
"NLD","EXCH","TOT","NATUSD","A","2005",0.8038,
"NLD","EXCH","TOT","NATUSD","A","2006",0.796433,
"NLD","EXCH","TOT","NATUSD","A","2007",0.729672,
"NLD","EXCH","TOT","NATUSD","A","2008",0.679923,
"NLD","EXCH","TOT","NATUSD","A","2009",0.716958,
"NLD","EXCH","TOT","NATUSD","A","2010",0.754309,
"NLD","EXCH","TOT","NATUSD","A","2011",0.718414,
"NLD","EXCH","TOT","NATUSD","A","2012",0.778338,
"NLD","EXCH","TOT","NATUSD","A","2013",0.752945,
"NLD","EXCH","TOT","NATUSD","A","2014",0.752728,
"NLD","EXCH","TOT","NATUSD","A","2015",0.901296,
"NLD","EXCH","TOT","NATUSD","A","2016",0.903421,
"NLD","EXCH","TOT","NATUSD","A","2017",0.885206,
"NLD","EXCH","TOT","NATUSD","A","2018",0.846773,
"NLD","EXCH","TOT","NATUSD","A","2019",0.893276,
"NLD","EXCH","TOT","NATUSD","A","2020",0.875506,
"NZL","EXCH","TOT","NATUSD","A","1990",1.676203,
"NZL","EXCH","TOT","NATUSD","A","1991",1.733514,
"NZL","EXCH","TOT","NATUSD","A","1992",1.861792,
"NZL","EXCH","TOT","NATUSD","A","1993",1.850513,
"NZL","EXCH","TOT","NATUSD","A","1994",1.686522,
"NZL","EXCH","TOT","NATUSD","A","1995",1.523877,
"NZL","EXCH","TOT","NATUSD","A","1996",1.454848,
"NZL","EXCH","TOT","NATUSD","A","1997",1.512421,
"NZL","EXCH","TOT","NATUSD","A","1998",1.868249,
"NZL","EXCH","TOT","NATUSD","A","1999",1.889614,
"NZL","EXCH","TOT","NATUSD","A","2000",2.201149,
"NZL","EXCH","TOT","NATUSD","A","2001",2.378751,
"NZL","EXCH","TOT","NATUSD","A","2002",2.162191,
"NZL","EXCH","TOT","NATUSD","A","2003",1.722099,
"NZL","EXCH","TOT","NATUSD","A","2004",1.508681,
"NZL","EXCH","TOT","NATUSD","A","2005",1.420273,
"NZL","EXCH","TOT","NATUSD","A","2006",1.542056,
"NZL","EXCH","TOT","NATUSD","A","2007",1.360675,
"NZL","EXCH","TOT","NATUSD","A","2008",1.422727,
"NZL","EXCH","TOT","NATUSD","A","2009",1.600877,
"NZL","EXCH","TOT","NATUSD","A","2010",1.387834,
"NZL","EXCH","TOT","NATUSD","A","2011",1.265811,
"NZL","EXCH","TOT","NATUSD","A","2012",1.234284,
"NZL","EXCH","TOT","NATUSD","A","2013",1.219408,
"NZL","EXCH","TOT","NATUSD","A","2014",1.205433,
"NZL","EXCH","TOT","NATUSD","A","2015",1.433975,
"NZL","EXCH","TOT","NATUSD","A","2016",1.436525,
"NZL","EXCH","TOT","NATUSD","A","2017",1.407408,
"NZL","EXCH","TOT","NATUSD","A","2018",1.445258,
"NZL","EXCH","TOT","NATUSD","A","2019",1.517875,
"NZL","EXCH","TOT","NATUSD","A","2020",1.542058,
"NOR","EXCH","TOT","NATUSD","A","1990",6.259742,
"NOR","EXCH","TOT","NATUSD","A","1991",6.482943,
"NOR","EXCH","TOT","NATUSD","A","1992",6.214501,
"NOR","EXCH","TOT","NATUSD","A","1993",7.094129,
"NOR","EXCH","TOT","NATUSD","A","1994",7.057584,
"NOR","EXCH","TOT","NATUSD","A","1995",6.335157,
"NOR","EXCH","TOT","NATUSD","A","1996",6.449808,
"NOR","EXCH","TOT","NATUSD","A","1997",7.073401,
"NOR","EXCH","TOT","NATUSD","A","1998",7.545097,
"NOR","EXCH","TOT","NATUSD","A","1999",7.799172,
"NOR","EXCH","TOT","NATUSD","A","2000",8.801842,
"NOR","EXCH","TOT","NATUSD","A","2001",8.991654,
"NOR","EXCH","TOT","NATUSD","A","2002",7.983779,
"NOR","EXCH","TOT","NATUSD","A","2003",7.080217,
"NOR","EXCH","TOT","NATUSD","A","2004",6.740833,
"NOR","EXCH","TOT","NATUSD","A","2005",6.4425,
"NOR","EXCH","TOT","NATUSD","A","2006",6.413333,
"NOR","EXCH","TOT","NATUSD","A","2007",5.861667,
"NOR","EXCH","TOT","NATUSD","A","2008",5.64,
"NOR","EXCH","TOT","NATUSD","A","2009",6.288333,
"NOR","EXCH","TOT","NATUSD","A","2010",6.044167,
"NOR","EXCH","TOT","NATUSD","A","2011",5.604607,
"NOR","EXCH","TOT","NATUSD","A","2012",5.8175,
"NOR","EXCH","TOT","NATUSD","A","2013",5.875,
"NOR","EXCH","TOT","NATUSD","A","2014",6.301667,
"NOR","EXCH","TOT","NATUSD","A","2015",8.064167,
"NOR","EXCH","TOT","NATUSD","A","2016",8.4,
"NOR","EXCH","TOT","NATUSD","A","2017",8.271667,
"NOR","EXCH","TOT","NATUSD","A","2018",8.1325,
"NOR","EXCH","TOT","NATUSD","A","2019",8.8,
"NOR","EXCH","TOT","NATUSD","A","2020",9.419493,
"POL","EXCH","TOT","NATUSD","A","1990",0.95,
"POL","EXCH","TOT","NATUSD","A","1991",1.057606,
"POL","EXCH","TOT","NATUSD","A","1992",1.362643,
"POL","EXCH","TOT","NATUSD","A","1993",1.811497,
"POL","EXCH","TOT","NATUSD","A","1994",2.272277,
"POL","EXCH","TOT","NATUSD","A","1995",2.424983,
"POL","EXCH","TOT","NATUSD","A","1996",2.6961,
"POL","EXCH","TOT","NATUSD","A","1997",3.279292,
"POL","EXCH","TOT","NATUSD","A","1998",3.4754,
"POL","EXCH","TOT","NATUSD","A","1999",3.967108,
"POL","EXCH","TOT","NATUSD","A","2000",4.346075,
"POL","EXCH","TOT","NATUSD","A","2001",4.0939,
"POL","EXCH","TOT","NATUSD","A","2002",4.080033,
"POL","EXCH","TOT","NATUSD","A","2003",3.889075,
"POL","EXCH","TOT","NATUSD","A","2004",3.657642,
"POL","EXCH","TOT","NATUSD","A","2005",3.235483,
"POL","EXCH","TOT","NATUSD","A","2006",3.103158,
"POL","EXCH","TOT","NATUSD","A","2007",2.76795,
"POL","EXCH","TOT","NATUSD","A","2008",2.409242,
"POL","EXCH","TOT","NATUSD","A","2009",3.120142,
"POL","EXCH","TOT","NATUSD","A","2010",3.0153,
"POL","EXCH","TOT","NATUSD","A","2011",2.962848,
"POL","EXCH","TOT","NATUSD","A","2012",3.256542,
"POL","EXCH","TOT","NATUSD","A","2013",3.160617,
"POL","EXCH","TOT","NATUSD","A","2014",3.154542,
"POL","EXCH","TOT","NATUSD","A","2015",3.7695,
"POL","EXCH","TOT","NATUSD","A","2016",3.942783,
"POL","EXCH","TOT","NATUSD","A","2017",3.779333,
"POL","EXCH","TOT","NATUSD","A","2018",3.611717,
"POL","EXCH","TOT","NATUSD","A","2019",3.839375,
"POL","EXCH","TOT","NATUSD","A","2020",3.899742,
"PRT","EXCH","TOT","NATUSD","A","1990",0.71106,
"PRT","EXCH","TOT","NATUSD","A","1991",0.720673,
"PRT","EXCH","TOT","NATUSD","A","1992",0.673366,
"PRT","EXCH","TOT","NATUSD","A","1993",0.802068,
"PRT","EXCH","TOT","NATUSD","A","1994",0.827968,
"PRT","EXCH","TOT","NATUSD","A","1995",0.753711,
"PRT","EXCH","TOT","NATUSD","A","1996",0.769364,
"PRT","EXCH","TOT","NATUSD","A","1997",0.874455,
"PRT","EXCH","TOT","NATUSD","A","1998",0.898357,
"PRT","EXCH","TOT","NATUSD","A","1999",0.938283,
"PRT","EXCH","TOT","NATUSD","A","2000",1.082705,
"PRT","EXCH","TOT","NATUSD","A","2001",1.116533,
"PRT","EXCH","TOT","NATUSD","A","2002",1.057559,
"PRT","EXCH","TOT","NATUSD","A","2003",0.884048,
"PRT","EXCH","TOT","NATUSD","A","2004",0.803922,
"PRT","EXCH","TOT","NATUSD","A","2005",0.8038,
"PRT","EXCH","TOT","NATUSD","A","2006",0.796433,
"PRT","EXCH","TOT","NATUSD","A","2007",0.729672,
"PRT","EXCH","TOT","NATUSD","A","2008",0.679923,
"PRT","EXCH","TOT","NATUSD","A","2009",0.716958,
"PRT","EXCH","TOT","NATUSD","A","2010",0.754309,
"PRT","EXCH","TOT","NATUSD","A","2011",0.718414,
"PRT","EXCH","TOT","NATUSD","A","2012",0.778338,
"PRT","EXCH","TOT","NATUSD","A","2013",0.752945,
"PRT","EXCH","TOT","NATUSD","A","2014",0.752728,
"PRT","EXCH","TOT","NATUSD","A","2015",0.901296,
"PRT","EXCH","TOT","NATUSD","A","2016",0.903421,
"PRT","EXCH","TOT","NATUSD","A","2017",0.885206,
"PRT","EXCH","TOT","NATUSD","A","2018",0.846773,
"PRT","EXCH","TOT","NATUSD","A","2019",0.893276,
"PRT","EXCH","TOT","NATUSD","A","2020",0.875506,
"SVK","EXCH","TOT","NATUSD","A","1993",1.021363,
"SVK","EXCH","TOT","NATUSD","A","1994",1.063694,
"SVK","EXCH","TOT","NATUSD","A","1995",0.986305,
"SVK","EXCH","TOT","NATUSD","A","1996",1.017518,
"SVK","EXCH","TOT","NATUSD","A","1997",1.115852,
"SVK","EXCH","TOT","NATUSD","A","1998",1.169535,
"SVK","EXCH","TOT","NATUSD","A","1999",1.372995,
"SVK","EXCH","TOT","NATUSD","A","2000",1.528088,
"SVK","EXCH","TOT","NATUSD","A","2001",1.605086,
"SVK","EXCH","TOT","NATUSD","A","2002",1.504572,
"SVK","EXCH","TOT","NATUSD","A","2003",1.220637,
"SVK","EXCH","TOT","NATUSD","A","2004",1.070733,
"SVK","EXCH","TOT","NATUSD","A","2005",1.029617,
